python_score,java_score,cpp_score,javascript_score,ml_skills,web_dev_score,dsa_score,cloud_score,data_analytics_score,database_score,aptitude_score,communication_score,coding_problems_solved,internships,projects,certifications,hackathons,cgpa,role,company_tier,salary_lpa
78.0,33.5,63.2,26.1,61.7,16.8,82.2,49.3,15.7,52.0,50.7,2.0,334,1,3,3,1,7.75,ML Engineer,Service-Based,4.62
73.7,49.9,77.7,44.2,24.1,45.5,67.5,48.8,31.0,72.3,62.5,3.0,165,2,6,6,3,7.42,Backend Developer,Service-Based,4.24
45.4,78.8,64.1,44.3,32.9,11.6,52.3,31.9,3.9,28.5,41.7,3.0,219,2,6,4,1,6.03,Software Developer,Startup,4.23
60.8,67.8,70.7,50.3,1.3,40.2,52.3,40.5,23.6,71.6,43.9,2.5,354,2,5,1,1,8.4,Backend Developer,Service-Based,4.16
49.5,88.4,32.0,68.7,54.7,9.6,40.5,68.9,34.2,89.0,51.3,4.5,203,1,3,5,1,8.28,Backend Developer,Product-Based,15.13
97.0,69.4,23.4,62.4,0.0,23.7,29.4,72.3,35.3,100.0,50.9,2.5,158,3,14,2,3,7.72,Backend Developer,Product-Based,15.08
87.8,85.8,75.0,32.7,20.3,47.7,72.5,75.3,12.1,72.9,55.1,3.5,204,3,3,3,4,8.38,Backend Developer,Service-Based,5.04
50.9,55.3,58.1,52.6,31.7,9.2,58.2,34.7,40.4,99.0,60.2,2.5,230,1,5,2,0,7.99,Backend Developer,Service-Based,4.82
69.1,84.9,52.7,64.0,32.8,100.0,77.6,62.8,37.4,59.6,57.6,3.5,468,2,10,2,4,8.07,Full-Stack Developer,Fintech,22.91
100.0,68.0,42.0,12.9,91.4,0.0,100.0,62.1,43.0,30.5,61.6,2.5,314,3,8,3,2,8.04,ML Engineer,Service-Based,5.36
54.8,60.5,45.5,36.0,14.4,38.5,26.2,82.4,7.3,57.9,44.2,2.5,324,2,5,3,2,6.07,Backend Developer,Service-Based,4.38
100.0,55.8,39.5,60.8,54.5,70.7,43.1,17.5,26.6,59.9,39.0,3.0,295,0,7,1,3,7.51,Full-Stack Developer,Product-Based,17.15
74.7,46.0,26.2,19.4,29.8,47.7,25.4,69.6,37.5,28.9,30.8,2.0,97,0,2,3,0,7.1,DevOps Engineer,Startup,4.83
100.0,48.5,20.4,40.4,18.5,30.6,82.6,38.8,14.1,50.3,41.0,3.5,133,2,4,0,4,7.95,Software Developer,Service-Based,4.35
60.6,50.2,57.6,42.5,30.7,44.7,30.9,17.6,25.1,61.6,31.1,2.0,114,0,4,2,1,6.92,Software Developer,Startup,3.86
66.1,81.7,58.1,42.9,20.7,43.6,78.7,57.6,17.6,64.2,49.8,3.5,315,2,6,3,1,8.04,Software Developer,Service-Based,4.73
55.1,56.7,42.8,59.1,18.3,37.3,69.7,27.5,45.3,42.5,48.6,2.0,94,2,7,4,2,6.95,Software Developer,Startup,3.59
76.3,37.3,16.3,44.7,100.0,25.9,78.8,63.0,60.9,15.6,48.5,2.5,337,0,8,5,4,7.07,ML Engineer,Service-Based,4.95
79.1,34.1,49.9,20.4,95.1,13.4,59.8,41.7,58.9,34.6,76.8,4.0,441,2,6,0,2,7.48,ML Engineer,Product-Based,15.67
63.5,3.7,3.2,15.9,66.0,24.2,45.2,0.0,90.6,63.1,49.7,4.0,193,3,3,2,2,5.7,Data Analyst,Service-Based,4.36
70.3,33.1,46.8,15.9,97.8,32.9,86.0,60.4,49.7,42.3,57.3,3.5,537,1,7,7,1,8.03,ML Engineer,Top-Tier,39.98
100.0,100.0,61.8,61.3,28.5,39.5,99.5,58.8,29.2,56.1,65.3,3.5,493,2,4,2,4,7.58,Software Developer,Top-Tier,44.89
38.0,23.1,1.4,100.0,12.5,97.8,9.0,0.0,0.0,26.4,44.7,1.0,249,2,1,2,1,7.47,Frontend Developer,Startup,3.7
100.0,47.5,32.7,3.0,71.3,0.0,64.2,43.8,90.2,54.5,41.9,3.0,235,2,4,3,1,7.62,Data Scientist,Service-Based,5.28
52.1,45.9,57.5,37.2,8.8,47.8,37.4,3.7,37.1,25.2,30.0,1.5,239,1,10,3,0,6.27,Software Developer,Startup,5.33
76.4,25.7,15.0,24.3,37.4,13.2,59.8,23.9,100.0,53.8,14.7,2.5,83,2,1,3,4,6.65,Data Analyst,Startup,3.6
64.9,58.7,24.2,82.7,0.0,98.7,32.1,34.1,31.7,86.7,75.3,3.5,144,3,9,2,3,7.6,Full-Stack Developer,Product-Based,17.69
71.5,18.9,24.7,7.3,17.9,20.2,23.4,12.8,99.8,43.1,55.0,2.5,279,1,1,4,2,6.71,Data Analyst,Startup,4.17
63.2,26.2,0.0,32.6,49.5,7.8,67.5,0.0,100.0,82.8,55.2,3.0,361,1,6,2,0,7.96,Data Analyst,Service-Based,4.54
78.8,31.2,44.9,5.6,100.0,0.0,75.9,43.0,86.2,22.8,61.9,3.0,288,2,7,3,4,7.22,Data Scientist,Service-Based,4.53
39.1,52.5,12.5,68.4,17.1,3.0,25.7,85.0,68.4,39.1,45.6,2.5,209,0,4,2,1,6.99,DevOps Engineer,Startup,4.9
87.1,31.7,56.5,44.5,41.6,62.7,38.6,56.5,0.0,71.0,62.5,4.0,234,1,9,5,1,7.74,Software Developer,Product-Based,17.94
68.0,78.0,36.4,21.2,23.3,33.6,70.3,42.9,50.5,93.0,60.1,3.0,375,2,8,5,1,7.12,Backend Developer,Service-Based,4.69
58.4,28.0,49.9,70.7,0.0,96.9,49.2,54.4,17.9,85.8,51.2,2.0,317,1,9,1,3,7.52,Full-Stack Developer,Product-Based,17.64
35.8,37.1,4.4,24.9,34.2,0.0,28.6,42.8,100.0,74.2,57.7,2.0,258,1,4,0,0,7.81,Data Analyst,Startup,4.49
70.1,64.4,47.3,34.0,10.4,47.0,41.3,74.4,26.3,64.5,49.4,3.5,336,1,7,3,4,7.65,Backend Developer,Service-Based,5.52
59.4,100.0,73.9,50.9,18.0,62.1,83.0,0.0,36.6,60.5,43.3,3.5,449,3,10,2,0,8.43,Software Developer,Fintech,23.42
64.5,57.5,54.5,47.5,16.7,57.2,60.0,24.7,0.5,59.8,64.8,2.5,175,0,8,3,3,7.69,Software Developer,Service-Based,4.09
51.8,60.0,62.3,29.5,0.0,49.5,64.5,38.0,30.9,61.0,57.6,3.0,33,3,5,4,1,7.49,Software Developer,Startup,3.83
32.8,68.0,19.6,31.4,34.1,98.0,35.1,67.4,5.8,53.8,44.3,1.5,331,1,7,0,3,7.75,Full-Stack Developer,Product-Based,13.35
86.4,94.2,48.9,55.3,28.0,56.2,49.2,67.8,41.7,77.1,78.9,3.5,318,1,8,3,2,9.09,Software Developer,Product-Based,17.2
84.7,30.2,41.4,0.0,100.0,12.3,56.4,46.4,67.3,21.4,51.4,2.5,175,2,5,1,3,7.23,ML Engineer,Startup,4.18
76.3,48.3,21.0,26.8,9.7,28.5,9.4,12.5,100.0,88.5,42.3,2.5,111,1,1,3,2,7.81,Data Analyst,Startup,3.52
70.1,70.7,69.2,61.4,50.4,32.1,99.5,66.6,55.4,92.7,62.4,3.0,145,2,10,3,2,9.03,Backend Developer,Product-Based,15.14
48.0,84.9,45.3,87.1,28.5,85.2,73.1,55.2,0.0,70.3,71.4,3.0,289,1,2,1,3,6.38,Full-Stack Developer,Product-Based,15.36
71.8,58.1,68.6,22.1,2.5,7.2,52.0,55.1,44.4,77.2,60.2,3.5,197,2,9,2,2,7.96,Backend Developer,Service-Based,4.44
100.0,52.7,23.9,6.2,100.0,11.1,55.9,32.7,93.2,54.0,48.4,2.5,331,2,7,3,1,7.8,ML Engineer,Service-Based,4.65
57.7,23.2,24.1,25.2,35.9,12.4,30.6,83.6,53.6,67.0,36.0,3.0,243,2,0,1,2,7.1,DevOps Engineer,Startup,4.48
69.5,76.6,26.2,48.7,4.1,50.1,63.9,70.0,41.5,65.1,53.2,4.0,341,2,5,3,0,6.76,Software Developer,Service-Based,5.12
70.3,51.1,18.9,6.9,100.0,29.6,53.0,52.2,67.2,22.8,51.6,3.0,88,3,2,3,2,7.33,ML Engineer,Startup,4.4
100.0,32.9,73.3,2.3,76.5,0.0,28.3,33.1,66.9,32.2,3.8,3.5,275,1,10,4,1,7.03,ML Engineer,Service-Based,4.99
81.3,39.8,51.5,3.7,88.8,21.7,52.7,28.8,85.1,64.5,47.5,2.5,391,2,6,5,2,8.26,Data Scientist,Service-Based,4.53
48.3,25.0,45.5,77.9,9.5,75.2,83.7,51.4,29.9,67.9,59.5,4.0,155,2,7,3,3,7.58,Full-Stack Developer,Product-Based,15.14
34.8,51.7,65.2,89.1,7.2,88.8,67.4,0.0,53.6,51.7,61.2,2.0,133,0,6,4,1,6.81,Software Developer,Startup,3.7
100.0,49.7,73.0,26.9,89.2,35.6,67.6,90.4,82.3,47.8,55.5,3.5,332,3,7,5,3,8.23,ML Engineer,Fintech,24.96
99.4,37.9,6.6,13.7,80.7,17.7,55.7,14.9,38.1,27.8,46.1,3.0,120,1,2,2,2,6.75,ML Engineer,Startup,4.18
76.3,69.1,70.7,44.2,25.1,28.5,83.7,40.2,60.7,100.0,73.0,3.5,421,2,8,6,2,7.57,Software Developer,Fintech,24.61
70.0,34.1,45.9,1.3,37.5,39.8,43.4,28.7,100.0,66.8,23.3,2.5,370,1,9,4,2,8.04,Data Analyst,Service-Based,4.27
59.8,54.3,39.9,90.2,0.0,73.4,24.6,52.2,14.8,65.3,27.8,2.5,459,2,2,5,3,7.57,Full-Stack Developer,Product-Based,12.51
52.5,45.7,36.9,52.7,14.6,33.0,47.9,100.0,51.1,54.8,47.2,2.5,301,3,5,1,2,8.8,DevOps Engineer,Service-Based,4.42
49.3,18.7,26.1,23.9,28.1,0.0,21.8,76.9,46.4,35.0,42.1,2.0,286,1,2,0,1,7.35,DevOps Engineer,Startup,3.24
61.2,11.4,10.8,21.2,13.1,32.5,0.0,4.7,82.2,100.0,39.1,2.5,262,3,5,1,0,7.52,Data Analyst,Startup,3.59
68.0,0.0,39.2,44.2,73.1,0.0,40.6,50.3,100.0,32.7,32.3,4.0,288,1,6,4,2,8.75,Data Scientist,Service-Based,4.56
87.5,11.7,32.6,34.1,80.6,6.3,41.5,34.9,71.1,55.4,47.2,2.0,247,1,5,2,2,7.0,Data Scientist,Service-Based,4.71
3.2,26.9,42.9,47.0,26.6,27.9,58.5,84.1,44.5,48.1,36.3,2.0,279,1,2,3,2,8.04,DevOps Engineer,Startup,4.66
50.4,45.9,41.7,0.0,70.5,43.2,66.4,64.4,82.3,20.6,56.6,3.5,415,1,6,3,3,7.5,ML Engineer,Service-Based,5.46
0.0,53.1,10.8,100.0,24.5,98.1,29.4,11.2,29.4,33.7,29.0,1.5,387,3,5,2,1,6.62,Frontend Developer,Startup,5.15
27.4,39.7,10.5,86.5,32.5,83.9,66.5,1.1,12.9,10.4,44.8,3.0,170,0,8,2,1,8.28,Frontend Developer,Startup,3.97
17.3,10.3,29.7,55.9,0.0,83.5,13.9,4.6,30.3,50.8,46.1,3.0,2,1,2,0,2,5.64,Frontend Developer,Startup,2.5
87.5,26.6,6.3,32.1,60.7,16.5,16.7,0.0,82.4,84.5,35.1,3.0,323,0,1,2,4,6.85,Data Analyst,Service-Based,4.45
61.3,50.6,55.8,39.1,72.6,48.1,23.6,62.8,30.6,30.8,71.5,3.5,216,1,7,5,1,6.53,ML Engineer,Service-Based,4.72
48.6,19.7,0.0,95.1,0.0,100.0,43.3,14.0,40.6,55.9,47.6,4.0,350,2,8,1,2,6.92,Frontend Developer,Product-Based,13.94
60.7,68.1,21.4,24.5,18.1,20.9,0.5,79.6,37.4,80.9,33.2,2.0,40,1,0,4,1,8.53,DevOps Engineer,Startup,4.35
24.4,15.7,17.8,73.2,8.5,91.3,60.9,54.8,9.2,30.1,54.4,2.5,343,2,5,0,1,6.9,Frontend Developer,Product-Based,15.77
70.0,52.7,28.6,61.8,36.2,58.4,67.8,48.8,37.8,74.2,48.0,2.5,308,1,1,6,2,8.06,Software Developer,Product-Based,17.98
38.1,46.8,36.8,71.8,41.2,81.8,33.4,56.1,0.0,74.6,68.7,1.5,111,1,11,3,2,5.71,Full-Stack Developer,Startup,3.55
94.4,31.6,30.1,23.7,72.6,4.5,39.5,56.2,83.3,31.6,43.4,1.0,269,1,10,3,2,6.47,Data Scientist,Startup,4.15
47.4,48.3,88.3,33.7,38.0,38.6,74.7,35.0,0.0,60.5,59.1,2.5,429,2,7,0,3,9.2,Software Developer,Service-Based,5.33
32.8,53.8,42.4,45.4,14.8,39.8,79.9,30.2,18.1,35.7,57.7,2.0,224,0,3,3,1,8.9,Software Developer,Startup,4.33
40.6,81.5,68.9,21.2,21.3,21.2,81.1,26.2,8.9,77.4,58.9,3.0,228,0,9,3,1,6.38,Backend Developer,Service-Based,4.98
51.0,73.2,1.5,58.8,17.8,82.9,60.7,22.9,14.2,86.5,37.9,4.0,334,1,2,2,3,7.63,Full-Stack Developer,Product-Based,17.61
47.7,97.9,73.0,30.0,0.0,28.7,69.6,64.7,86.3,69.4,62.1,4.5,240,2,8,3,3,8.57,Backend Developer,Service-Based,4.9
56.2,83.2,55.5,73.6,14.2,8.4,71.6,93.5,37.8,60.8,47.0,2.5,360,1,6,3,4,7.31,Backend Developer,Product-Based,18.33
92.3,26.0,30.5,5.1,94.5,35.3,31.4,25.0,100.0,37.0,46.3,3.5,85,2,5,2,3,7.42,Data Scientist,Service-Based,4.11
73.8,60.7,64.8,51.7,18.5,16.7,50.2,45.8,12.7,81.7,81.1,3.5,402,1,6,6,1,6.94,Software Developer,Service-Based,4.64
69.0,69.3,59.8,17.5,15.8,59.8,57.2,19.5,42.2,52.4,53.8,2.5,430,2,2,2,1,7.75,Software Developer,Service-Based,5.29
100.0,32.1,39.3,16.2,76.3,19.5,34.5,16.0,69.0,45.4,43.5,2.0,178,1,9,3,0,6.65,ML Engineer,Startup,4.27
65.8,54.2,38.3,92.4,20.8,94.5,79.4,39.8,0.0,70.7,44.7,2.5,183,3,6,4,3,7.88,Full-Stack Developer,Product-Based,16.53
71.4,72.4,59.4,42.5,37.8,34.2,42.3,35.9,38.2,75.5,63.5,3.5,131,1,4,2,3,8.66,Backend Developer,Service-Based,4.52
72.8,67.5,73.7,64.6,19.2,19.0,43.4,3.1,22.5,48.1,46.9,3.0,375,1,1,2,3,7.75,Software Developer,Product-Based,13.69
79.3,5.1,60.1,15.0,100.0,20.1,39.1,51.0,88.6,42.3,42.6,2.0,236,2,3,5,0,9.41,ML Engineer,Service-Based,5.3
22.2,25.4,48.3,53.7,0.0,76.5,29.7,0.0,43.1,58.9,49.2,1.5,309,1,4,4,0,7.01,Frontend Developer,Startup,4.58
55.0,75.6,51.0,53.3,38.0,32.2,75.7,35.6,61.4,56.1,66.4,3.0,226,2,5,0,2,7.16,Software Developer,Service-Based,4.83
78.2,42.4,70.1,59.8,17.3,58.1,60.2,37.7,0.0,55.4,64.2,2.0,110,0,5,3,1,7.26,Software Developer,Startup,4.9
60.1,86.3,50.1,26.2,35.7,70.3,55.9,57.0,0.0,67.5,61.9,3.0,262,1,5,4,0,7.76,Backend Developer,Product-Based,16.22
23.4,18.3,25.8,72.4,58.7,100.0,64.9,11.4,0.0,28.9,49.8,2.5,52,1,4,1,1,6.78,Frontend Developer,Startup,4.72
63.8,36.0,58.9,27.5,100.0,40.2,33.4,56.9,57.6,62.6,57.5,4.0,414,2,7,3,2,8.95,Data Scientist,Product-Based,20.45
40.3,25.8,59.8,31.6,52.4,10.3,74.5,73.0,17.1,63.0,62.3,3.0,153,0,2,2,0,8.23,DevOps Engineer,Service-Based,4.75
92.4,91.6,39.7,39.8,20.6,52.5,50.8,58.1,29.8,98.2,70.7,2.5,244,2,9,3,2,8.16,Backend Developer,Service-Based,5.02
32.1,24.4,20.9,58.5,35.2,80.6,33.3,45.6,31.0,71.0,37.3,2.0,236,1,3,2,0,8.55,Frontend Developer,Startup,4.0
42.3,50.0,27.2,41.5,0.0,9.9,45.0,84.4,40.2,22.5,51.5,2.0,294,2,7,5,3,6.59,DevOps Engineer,Startup,4.34
14.5,0.0,5.5,18.8,25.7,21.1,33.5,20.7,100.0,61.5,50.3,1.5,203,0,2,3,0,5.59,Data Analyst,Startup,3.17
72.5,22.0,0.0,30.2,85.6,13.0,79.2,51.6,57.2,55.3,64.7,3.0,286,1,5,1,1,8.59,ML Engineer,Service-Based,5.59
79.1,77.7,48.3,39.2,0.6,6.2,89.3,55.4,0.0,56.5,54.4,3.0,141,1,0,2,1,8.62,Backend Developer,Service-Based,4.24
92.5,11.2,0.0,28.4,73.0,0.0,27.4,35.0,100.0,45.9,34.1,3.0,41,2,10,0,0,5.39,Data Scientist,Startup,3.64
90.2,50.2,57.3,48.0,100.0,48.4,53.3,42.6,58.8,69.7,58.0,4.0,261,3,8,0,2,6.51,ML Engineer,Service-Based,4.93
69.9,87.1,56.7,74.3,48.9,59.3,87.0,17.2,4.3,69.3,45.6,3.0,508,2,5,4,1,7.99,Software Developer,Top-Tier,43.59
32.1,25.7,20.0,21.9,33.0,20.4,11.2,100.0,29.7,62.6,49.9,1.5,295,0,5,3,0,6.4,DevOps Engineer,Startup,2.89
17.9,28.7,18.0,11.8,47.2,29.1,13.0,14.6,100.0,57.0,41.2,1.0,173,2,0,2,1,7.7,Data Analyst,Startup,3.04
79.5,93.5,74.7,79.8,34.7,48.0,56.5,32.9,54.3,56.4,64.9,4.5,279,3,5,4,3,8.5,Software Developer,Product-Based,13.59
57.2,57.6,24.2,100.0,0.0,100.0,57.1,56.2,14.1,41.5,66.9,3.0,326,1,9,6,2,7.28,Full-Stack Developer,Product-Based,17.54
75.3,26.5,60.3,24.4,6.3,12.0,53.8,70.3,36.4,40.5,46.0,1.5,251,2,4,3,1,7.86,DevOps Engineer,Startup,4.57
45.6,74.7,71.2,23.5,65.2,66.4,65.0,20.1,21.8,61.5,61.6,4.0,351,1,5,3,3,7.31,Software Developer,Product-Based,16.02
93.2,38.0,47.5,27.0,85.7,83.5,63.4,51.9,78.4,35.6,57.7,4.0,508,1,6,4,3,8.62,ML Engineer,Top-Tier,42.9
55.3,26.5,45.1,44.3,25.9,0.0,35.3,34.4,70.4,69.8,43.5,2.5,356,1,2,4,0,8.25,Data Analyst,Service-Based,5.01
42.4,0.0,36.1,53.7,0.0,18.3,41.4,74.9,0.0,41.6,30.9,1.0,372,1,5,0,1,6.5,DevOps Engineer,Startup,4.23
92.9,38.7,20.6,66.9,16.4,100.0,82.2,37.8,26.8,66.5,47.6,4.5,389,3,9,3,3,9.05,Full-Stack Developer,Fintech,21.95
59.6,14.2,14.9,55.6,35.3,41.7,27.4,4.6,52.6,80.3,54.0,2.0,137,2,6,4,0,8.0,Data Analyst,Startup,3.95
42.7,35.3,22.3,10.7,49.7,39.2,56.9,68.0,28.3,64.4,50.8,2.0,294,0,0,3,5,6.69,DevOps Engineer,Service-Based,4.49
52.8,83.1,70.0,26.1,2.5,44.6,39.9,59.4,20.1,45.5,55.6,2.5,277,1,5,4,4,7.93,Backend Developer,Service-Based,4.35
54.0,74.1,70.3,32.9,21.7,12.4,92.6,10.5,15.7,84.1,49.3,2.0,371,1,4,2,2,6.3,Software Developer,Service-Based,4.6
40.1,66.3,51.7,69.0,0.0,100.0,71.0,58.0,0.0,74.3,64.4,3.5,247,1,9,4,1,9.11,Full-Stack Developer,Product-Based,18.24
100.0,61.0,38.5,11.0,87.2,15.7,80.8,71.0,74.7,19.2,40.1,3.5,353,3,3,1,1,7.55,ML Engineer,Service-Based,5.24
0.0,11.3,0.0,100.0,28.2,84.6,43.7,49.3,34.1,71.1,51.1,3.5,244,2,6,1,1,7.47,Frontend Developer,Product-Based,11.26
43.8,62.4,71.3,31.5,10.9,46.3,69.4,26.0,39.2,70.6,66.1,3.0,199,2,4,2,1,7.16,Software Developer,Service-Based,4.64
75.2,100.0,43.1,37.1,20.1,69.8,57.1,68.2,6.0,63.4,38.2,2.5,344,3,4,4,1,8.66,Software Developer,Product-Based,18.35
75.0,13.9,17.5,17.4,36.1,16.2,42.8,27.6,87.1,71.0,51.6,3.0,89,2,4,2,1,7.16,Data Analyst,Startup,4.33
63.9,57.3,12.5,90.2,12.6,49.9,62.5,48.1,47.2,49.4,51.6,3.5,371,2,6,3,1,7.24,Full-Stack Developer,Product-Based,16.8
33.9,49.7,13.1,67.6,51.1,92.6,66.8,59.8,18.2,57.1,58.9,3.0,301,1,5,2,1,6.17,Full-Stack Developer,Product-Based,13.97
44.3,80.5,0.0,88.1,37.0,56.7,82.3,43.6,44.4,69.9,53.7,1.5,362,3,2,3,2,8.28,Full-Stack Developer,Product-Based,16.33
56.1,7.3,22.3,35.6,24.2,35.6,42.2,100.0,25.8,36.1,22.5,2.0,352,1,4,3,1,7.82,DevOps Engineer,Startup,5.47
82.5,68.2,42.6,81.6,24.1,88.6,68.9,40.0,14.0,86.2,58.2,3.0,410,4,4,4,3,9.0,Full-Stack Developer,Fintech,26.29
75.7,48.2,64.4,41.9,49.3,4.2,36.7,52.7,28.7,8.2,72.9,3.0,285,1,7,1,2,7.52,ML Engineer,Service-Based,4.22
73.7,100.0,44.3,25.9,0.0,59.1,74.3,44.3,0.0,94.8,32.0,4.5,267,2,7,3,2,7.54,Backend Developer,Service-Based,4.72
81.3,10.9,37.8,15.8,100.0,8.0,34.5,12.4,51.4,78.6,43.3,3.0,255,1,4,2,4,8.55,Data Scientist,Service-Based,4.78
64.4,62.5,45.9,57.8,28.3,62.8,68.5,0.0,67.4,59.8,51.7,3.0,216,2,5,3,0,7.69,Software Developer,Product-Based,13.26
78.2,22.1,0.0,38.2,67.8,5.7,60.8,66.3,65.6,47.0,67.2,3.0,185,1,5,1,0,7.2,Data Scientist,Service-Based,5.04
69.7,25.3,47.4,24.5,86.9,0.0,32.8,57.4,100.0,73.7,66.1,3.5,336,2,6,4,3,6.97,Data Scientist,Service-Based,5.43
59.2,24.3,24.1,34.1,65.7,28.4,74.4,40.0,86.1,41.2,46.5,2.5,322,0,6,4,2,8.7,Data Scientist,Service-Based,5.07
59.3,61.3,17.9,49.8,47.7,46.6,46.8,64.2,39.4,95.9,42.8,4.0,499,2,7,2,3,7.15,Backend Developer,Product-Based,18.2
56.7,42.5,23.2,99.1,23.6,100.0,21.2,46.0,37.4,92.1,40.2,3.0,336,1,2,2,0,8.0,Full-Stack Developer,Product-Based,17.72
84.9,11.3,47.1,34.6,100.0,0.0,57.1,41.3,91.9,47.2,29.0,3.5,295,4,9,3,1,8.73,ML Engineer,Service-Based,5.06
82.7,46.1,62.3,35.1,16.9,36.7,72.8,44.9,41.0,66.3,57.5,4.0,426,1,7,2,1,8.13,Software Developer,Fintech,26.41
65.4,96.7,14.4,53.7,12.7,59.6,60.0,24.6,41.8,83.0,54.9,3.0,461,2,5,2,4,8.25,Software Developer,Product-Based,16.04
100.0,0.0,34.0,45.7,100.0,16.5,92.3,51.0,100.0,55.8,54.2,3.0,341,0,4,3,3,8.19,Data Scientist,Fintech,23.26
61.7,37.5,22.1,100.0,0.0,62.9,20.1,38.0,0.0,36.1,41.3,2.5,235,1,6,0,4,6.42,Full-Stack Developer,Startup,3.8
82.6,42.7,41.7,29.7,77.5,0.0,72.7,67.6,100.0,5.3,65.8,2.0,413,1,8,2,2,8.01,ML Engineer,Service-Based,5.75
70.0,31.3,23.5,98.9,17.4,54.4,28.2,78.4,21.2,84.1,77.7,3.0,118,1,7,3,3,8.46,Full-Stack Developer,Product-Based,15.82
77.7,0.0,19.6,55.9,38.2,23.7,44.0,1.5,100.0,79.0,55.8,2.0,338,3,4,1,1,7.15,Data Analyst,Service-Based,4.16
81.5,46.5,44.1,53.8,30.0,14.3,50.8,3.5,12.4,52.1,51.0,1.0,202,1,7,4,1,6.81,Software Developer,Startup,3.78
20.2,22.5,45.6,82.3,0.0,90.5,71.6,20.9,0.0,26.0,45.7,3.0,153,0,3,3,0,6.8,Frontend Developer,Startup,3.72
69.9,34.9,27.0,29.2,7.5,0.0,5.6,13.2,90.6,48.6,37.3,2.5,84,2,1,2,3,6.16,Data Analyst,Startup,2.89
68.4,80.6,63.0,49.1,12.4,52.4,62.9,67.5,35.6,43.4,52.4,3.0,501,1,4,1,2,9.55,Software Developer,Product-Based,19.02
76.0,44.1,27.1,74.3,0.0,75.3,64.1,34.8,28.4,55.0,38.9,3.5,401,2,6,2,1,7.82,Full-Stack Developer,Product-Based,16.54
83.5,34.5,44.4,43.4,70.1,47.0,33.8,38.2,78.4,63.5,41.5,2.5,564,3,5,0,2,8.19,ML Engineer,Product-Based,16.74
89.7,22.3,68.4,14.4,93.2,28.5,83.1,56.6,100.0,43.4,67.5,3.0,399,3,8,3,3,7.75,ML Engineer,Fintech,25.89
1.1,8.6,0.0,75.9,38.1,87.2,44.4,34.9,48.6,24.6,40.0,2.5,386,1,7,2,1,7.98,Frontend Developer,Product-Based,15.33
72.1,21.2,25.5,0.0,100.0,0.0,54.8,34.0,80.7,67.2,41.6,3.0,209,2,8,6,1,7.7,Data Scientist,Service-Based,4.55
42.1,23.5,21.9,17.8,48.4,37.2,22.4,19.0,75.2,37.8,50.4,2.5,109,1,7,2,1,7.21,Data Analyst,Startup,3.12
40.2,28.2,2.5,100.0,2.8,86.6,30.8,25.2,53.7,34.9,31.2,2.0,155,2,1,2,3,6.9,Frontend Developer,Startup,4.15
48.5,32.7,24.3,18.1,19.9,25.5,25.8,100.0,59.1,76.0,55.4,3.0,389,1,6,3,0,7.25,DevOps Engineer,Service-Based,5.23
47.7,15.0,41.6,26.7,10.6,0.0,36.7,65.5,17.2,69.3,40.5,2.5,121,2,6,1,1,7.17,DevOps Engineer,Startup,3.95
21.4,24.9,20.3,47.2,0.0,91.6,27.0,47.9,0.0,45.2,22.8,2.0,353,0,3,0,3,7.26,Frontend Developer,Startup,4.22
97.3,49.0,16.3,3.5,92.4,23.7,77.6,40.7,48.7,35.2,80.7,4.0,414,1,8,1,2,8.42,ML Engineer,Fintech,23.33
19.1,40.5,0.0,100.0,33.6,100.0,33.8,0.0,30.5,32.7,33.4,2.0,163,1,5,2,2,8.42,Frontend Developer,Startup,3.84
43.0,4.8,25.1,43.8,31.5,24.2,23.8,100.0,4.5,30.6,38.8,3.5,114,0,10,1,3,7.69,DevOps Engineer,Service-Based,4.46
49.3,59.2,64.4,36.3,17.2,16.2,73.7,7.7,8.2,81.9,61.4,3.0,203,1,4,0,2,7.42,Software Developer,Service-Based,4.05
68.4,50.9,74.1,19.9,76.2,15.8,44.0,45.4,40.0,60.8,40.8,3.5,310,1,6,3,2,6.54,ML Engineer,Service-Based,4.87
0.0,45.3,17.0,64.6,36.2,77.4,44.5,15.1,0.0,10.4,32.6,3.0,210,0,7,2,1,7.7,Frontend Developer,Startup,4.62
68.7,69.0,42.9,51.9,12.9,84.7,45.4,48.7,0.0,67.3,50.6,1.5,189,1,5,0,0,8.12,Full-Stack Developer,Product-Based,12.99
68.0,84.3,46.3,16.5,37.8,28.2,45.1,34.2,30.4,50.4,43.2,2.5,306,0,3,2,2,7.84,Software Developer,Service-Based,4.62
76.8,17.3,46.8,28.3,72.8,0.0,49.5,37.1,80.0,48.7,67.7,2.5,525,1,6,3,2,7.61,Data Scientist,Product-Based,15.48
100.0,97.9,70.1,49.4,21.5,0.0,73.7,44.6,12.4,69.2,54.2,2.5,267,2,2,3,1,7.5,Backend Developer,Service-Based,4.83
51.3,60.8,76.5,76.3,0.0,47.2,43.5,42.8,0.0,100.0,68.0,2.5,267,2,5,3,1,8.19,Backend Developer,Product-Based,19.32
46.0,67.6,42.4,34.5,0.0,47.5,42.6,32.0,15.8,56.3,42.8,2.5,333,0,4,3,2,6.57,Software Developer,Service-Based,4.1
69.5,0.0,19.2,10.9,21.7,15.6,17.0,56.3,78.9,48.5,29.6,2.5,236,2,0,3,0,7.32,Data Analyst,Startup,4.93
